Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Kenya,KEN,2018,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.03
Kenya,KEN,2017,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.562
Kenya,KEN,2016,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.105
Kenya,KEN,2015,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.658
Kenya,KEN,2014,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.221
Kenya,KEN,2013,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.794
Kenya,KEN,2012,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.376
Kenya,KEN,2011,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.969
Kenya,KEN,2010,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.571
Kenya,KEN,2009,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.183
Kenya,KEN,2008,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.8
Kenya,KEN,2007,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.42
Kenya,KEN,2006,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.045
Kenya,KEN,2005,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.675
Kenya,KEN,2004,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.31
Kenya,KEN,2003,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.948
Kenya,KEN,2002,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.591
Kenya,KEN,2001,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.239
Kenya,KEN,2000,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.892
Kenya,KEN,1999,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.55
Kenya,KEN,1998,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.222
Kenya,KEN,1997,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.898
Kenya,KEN,1996,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.579
Kenya,KEN,1995,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.263
Kenya,KEN,1994,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.952
Kenya,KEN,1993,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.645
Kenya,KEN,1992,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.342
Kenya,KEN,1991,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.043
Kenya,KEN,1990,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.748
Kenya,KEN,1989,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.485
Kenya,KEN,1988,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.383
Kenya,KEN,1987,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.281
Kenya,KEN,1986,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.18
Kenya,KEN,1985,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.079
Kenya,KEN,1984,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.979
Kenya,KEN,1983,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.879
Kenya,KEN,1982,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.78
Kenya,KEN,1981,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.681
Kenya,KEN,1980,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.583
Kenya,KEN,1979,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.401
Kenya,KEN,1978,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.745
Kenya,KEN,1977,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.112
Kenya,KEN,1976,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.503
Kenya,KEN,1975,Urban population (% of total population),SP.URB.TOTL.IN.ZS,12.914
Kenya,KEN,1974,Urban population (% of total population),SP.URB.TOTL.IN.ZS,12.349
Kenya,KEN,1973,Urban population (% of total population),SP.URB.TOTL.IN.ZS,11.805
Kenya,KEN,1972,Urban population (% of total population),SP.URB.TOTL.IN.ZS,11.282
Kenya,KEN,1971,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.778
Kenya,KEN,1970,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.295
Kenya,KEN,1969,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.85
Kenya,KEN,1968,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.525
Kenya,KEN,1967,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.209
Kenya,KEN,1966,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.902
Kenya,KEN,1965,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.605
Kenya,KEN,1964,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.318
Kenya,KEN,1963,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.038
Kenya,KEN,1962,Urban population (% of total population),SP.URB.TOTL.IN.ZS,7.774
Kenya,KEN,1961,Urban population (% of total population),SP.URB.TOTL.IN.ZS,7.565
Kenya,KEN,1960,Urban population (% of total population),SP.URB.TOTL.IN.ZS,7.362
Kenya,KEN,2010,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,14.3
Kenya,KEN,2009,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,14.3
Kenya,KEN,2008,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,14.6
Kenya,KEN,2004,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,14.1199998855591
Kenya,KEN,2000,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.1000003814697
Kenya,KEN,1999,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.1000003814697
Kenya,KEN,1998,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.1000003814697
Kenya,KEN,1997,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.1000003814697
Kenya,KEN,1996,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.1000003814697
Kenya,KEN,1995,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,13.8000001907349
Kenya,KEN,1994,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,13.6000003814697
Kenya,KEN,1993,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,14.3000001907349
Kenya,KEN,1992,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,13.8000001907349
Kenya,KEN,1991,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,13.3000001907349
Kenya,KEN,1990,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,12.8000001907349
